"Session","Topic","Day","Month","Weekday","Time","timezone"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","15:30 - 17:00","Africa/Banjul"
"Meal Break","-","11","10","Sunday","17:00 - 18:00","Africa/Banjul"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","18:00 - 19:15","Africa/Banjul"
"Session 5.4","Press Conference","11","10","Sunday","19:15 - 19:45","Africa/Banjul"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","19:45 - 20:00","Africa/Banjul"
"Session 1.1","Opening Speech","19","9","Saturday","14:00 - 14:15","Africa/Bissau"
"Session 1.2","Team Introduction","19","9","Saturday","14:15 - 14:45","Africa/Bissau"
"Coffee Break","Socializing","19","9","Saturday","14:45 - 15:00","Africa/Bissau"
"Session 1.3","Introduction to Zoom","19","9","Saturday","15:00 - 15:15","Africa/Bissau"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","15:15 - 15:30","Africa/Bissau"
"Session 1.5","Questions","19","9","Saturday","15:30 - 15:45","Africa/Bissau"
"Session 1.6","Socializing","19","9","Saturday","15:45 - 16:30","Africa/Bissau"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","14:00 - 14:30","Africa/Bissau"
"Session 2.2","Questions","26","9","Saturday","14:30 - 14:45","Africa/Bissau"
"Coffee Break","Socializing","26","9","Saturday","14:45 - 15:00","Africa/Bissau"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","15:00 - 15:30","Africa/Bissau"
"Session 2.4","Questions","26","9","Saturday","15:30 - 15:45","Africa/Bissau"
"Coffee Break","Socializing","26","9","Saturday","15:45 - 16:00","Africa/Bissau"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","16:00 - 17:00","Africa/Bissau"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","14:00 - 14:30","Africa/Bissau"
"Session 3.2","Questions","3","10","Saturday","14:30 - 14:45","Africa/Bissau"
"Coffee Break","Socializing","3","10","Saturday","14:45 - 15:00","Africa/Bissau"
"Session 3.3","Input on NATO policy","3","10","Saturday","15:00 - 15:30","Africa/Bissau"
"Session 3.4","Questions","3","10","Saturday","15:30 - 16:00","Africa/Bissau"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","14:00 - 14:30","Africa/Bissau"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","14:30 - 15:45","Africa/Bissau"
"Coffee Break","Socializing","10","10","Saturday","15:45 - 16:00","Africa/Bissau"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","16:00 - 17:30","Africa/Bissau"
"Meal Break","-","10","10","Saturday","17:30 - 18:30","Africa/Bissau"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","18:30 - 19:45","Africa/Bissau"
"Session 4.5","Press Conference","10","10","Saturday","19:45 - 20:00","Africa/Bissau"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","14:00 - 15:15","Africa/Bissau"
"Coffee Break","Socializing","11","10","Sunday","15:15 - 15:30","Africa/Bissau"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","15:30 - 17:00","Africa/Bissau"
"Meal Break","-","11","10","Sunday","17:00 - 18:00","Africa/Bissau"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","18:00 - 19:15","Africa/Bissau"
"Session 5.4","Press Conference","11","10","Sunday","19:15 - 19:45","Africa/Bissau"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","19:45 - 20:00","Africa/Bissau"
"Session 1.1","Opening Speech","19","9","Saturday","16:00 - 16:15","Africa/Blantyre"
"Session 1.2","Team Introduction","19","9","Saturday","16:15 - 16:45","Africa/Blantyre"
"Coffee Break","Socializing","19","9","Saturday","16:45 - 17:00","Africa/Blantyre"
"Session 1.3","Introduction to Zoom","19","9","Saturday","17:00 - 17:15","Africa/Blantyre"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","17:15 - 17:30","Africa/Blantyre"
"Session 1.5","Questions","19","9","Saturday","17:30 - 17:45","Africa/Blantyre"
"Session 1.6","Socializing","19","9","Saturday","17:45 - 18:30","Africa/Blantyre"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","16:00 - 16:30","Africa/Blantyre"
"Session 2.2","Questions","26","9","Saturday","16:30 - 16:45","Africa/Blantyre"
"Coffee Break","Socializing","26","9","Saturday","16:45 - 17:00","Africa/Blantyre"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","17:00 - 17:30","Africa/Blantyre"
"Session 2.4","Questions","26","9","Saturday","17:30 - 17:45","Africa/Blantyre"
"Coffee Break","Socializing","26","9","Saturday","17:45 - 18:00","Africa/Blantyre"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","18:00 - 19:00","Africa/Blantyre"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","16:00 - 16:30","Africa/Blantyre"
"Session 3.2","Questions","3","10","Saturday","16:30 - 16:45","Africa/Blantyre"
"Coffee Break","Socializing","3","10","Saturday","16:45 - 17:00","Africa/Blantyre"
"Session 3.3","Input on NATO policy","3","10","Saturday","17:00 - 17:30","Africa/Blantyre"
"Session 3.4","Questions","3","10","Saturday","17:30 - 18:00","Africa/Blantyre"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","16:00 - 16:30","Africa/Blantyre"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","16:30 - 17:45","Africa/Blantyre"
"Coffee Break","Socializing","10","10","Saturday","17:45 - 18:00","Africa/Blantyre"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","18:00 - 19:30","Africa/Blantyre"
"Meal Break","-","10","10","Saturday","19:30 - 20:30","Africa/Blantyre"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","20:30 - 21:45","Africa/Blantyre"
"Session 4.5","Press Conference","10","10","Saturday","21:45 - 22:00","Africa/Blantyre"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","16:00 - 17:15","Africa/Blantyre"
"Coffee Break","Socializing","11","10","Sunday","17:15 - 17:30","Africa/Blantyre"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","17:30 - 19:00","Africa/Blantyre"
"Meal Break","-","11","10","Sunday","19:00 - 20:00","Africa/Blantyre"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","20:00 - 21:15","Africa/Blantyre"
"Session 5.4","Press Conference","11","10","Sunday","21:15 - 21:45","Africa/Blantyre"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","21:45 - 22:00","Africa/Blantyre"
"Session 1.1","Opening Speech","19","9","Saturday","15:00 - 15:15","Africa/Brazzaville"
"Session 1.2","Team Introduction","19","9","Saturday","15:15 - 15:45","Africa/Brazzaville"
"Coffee Break","Socializing","19","9","Saturday","15:45 - 16:00","Africa/Brazzaville"
"Session 1.3","Introduction to Zoom","19","9","Saturday","16:00 - 16:15","Africa/Brazzaville"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","16:15 - 16:30","Africa/Brazzaville"
"Session 1.5","Questions","19","9","Saturday","16:30 - 16:45","Africa/Brazzaville"
"Session 1.6","Socializing","19","9","Saturday","16:45 - 17:30","Africa/Brazzaville"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","15:00 - 15:30","Africa/Brazzaville"
"Session 2.2","Questions","26","9","Saturday","15:30 - 15:45","Africa/Brazzaville"
"Coffee Break","Socializing","26","9","Saturday","15:45 - 16:00","Africa/Brazzaville"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","16:00 - 16:30","Africa/Brazzaville"
"Session 2.4","Questions","26","9","Saturday","16:30 - 16:45","Africa/Brazzaville"
"Coffee Break","Socializing","26","9","Saturday","16:45 - 17:00","Africa/Brazzaville"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","17:00 - 18:00","Africa/Brazzaville"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","15:00 - 15:30","Africa/Brazzaville"
"Session 3.2","Questions","3","10","Saturday","15:30 - 15:45","Africa/Brazzaville"
"Coffee Break","Socializing","3","10","Saturday","15:45 - 16:00","Africa/Brazzaville"
"Session 3.3","Input on NATO policy","3","10","Saturday","16:00 - 16:30","Africa/Brazzaville"
"Session 3.4","Questions","3","10","Saturday","16:30 - 17:00","Africa/Brazzaville"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","15:00 - 15:30","Africa/Brazzaville"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","15:30 - 16:45","Africa/Brazzaville"
"Coffee Break","Socializing","10","10","Saturday","16:45 - 17:00","Africa/Brazzaville"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","17:00 - 18:30","Africa/Brazzaville"
"Meal Break","-","10","10","Saturday","18:30 - 19:30","Africa/Brazzaville"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","19:30 - 20:45","Africa/Brazzaville"
"Session 4.5","Press Conference","10","10","Saturday","20:45 - 21:00","Africa/Brazzaville"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","15:00 - 16:15","Africa/Brazzaville"
"Coffee Break","Socializing","11","10","Sunday","16:15 - 16:30","Africa/Brazzaville"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","16:30 - 18:00","Africa/Brazzaville"
"Meal Break","-","11","10","Sunday","18:00 - 19:00","Africa/Brazzaville"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","19:00 - 20:15","Africa/Brazzaville"
"Session 5.4","Press Conference","11","10","Sunday","20:15 - 20:45","Africa/Brazzaville"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","20:45 - 21:00","Africa/Brazzaville"
"Session 1.1","Opening Speech","19","9","Saturday","16:00 - 16:15","Africa/Bujumbura"
"Session 1.2","Team Introduction","19","9","Saturday","16:15 - 16:45","Africa/Bujumbura"
"Coffee Break","Socializing","19","9","Saturday","16:45 - 17:00","Africa/Bujumbura"
"Session 1.3","Introduction to Zoom","19","9","Saturday","17:00 - 17:15","Africa/Bujumbura"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","17:15 - 17:30","Africa/Bujumbura"
"Session 1.5","Questions","19","9","Saturday","17:30 - 17:45","Africa/Bujumbura"
"Session 1.6","Socializing","19","9","Saturday","17:45 - 18:30","Africa/Bujumbura"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","16:00 - 16:30","Africa/Bujumbura"
"Session 2.2","Questions","26","9","Saturday","16:30 - 16:45","Africa/Bujumbura"
"Coffee Break","Socializing","26","9","Saturday","16:45 - 17:00","Africa/Bujumbura"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","17:00 - 17:30","Africa/Bujumbura"
"Session 2.4","Questions","26","9","Saturday","17:30 - 17:45","Africa/Bujumbura"
"Coffee Break","Socializing","26","9","Saturday","17:45 - 18:00","Africa/Bujumbura"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","18:00 - 19:00","Africa/Bujumbura"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","16:00 - 16:30","Africa/Bujumbura"
"Session 3.2","Questions","3","10","Saturday","16:30 - 16:45","Africa/Bujumbura"
"Coffee Break","Socializing","3","10","Saturday","16:45 - 17:00","Africa/Bujumbura"
"Session 3.3","Input on NATO policy","3","10","Saturday","17:00 - 17:30","Africa/Bujumbura"
"Session 3.4","Questions","3","10","Saturday","17:30 - 18:00","Africa/Bujumbura"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","16:00 - 16:30","Africa/Bujumbura"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","16:30 - 17:45","Africa/Bujumbura"
"Coffee Break","Socializing","10","10","Saturday","17:45 - 18:00","Africa/Bujumbura"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","18:00 - 19:30","Africa/Bujumbura"
"Meal Break","-","10","10","Saturday","19:30 - 20:30","Africa/Bujumbura"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","20:30 - 21:45","Africa/Bujumbura"
"Session 4.5","Press Conference","10","10","Saturday","21:45 - 22:00","Africa/Bujumbura"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","16:00 - 17:15","Africa/Bujumbura"
"Coffee Break","Socializing","11","10","Sunday","17:15 - 17:30","Africa/Bujumbura"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","17:30 - 19:00","Africa/Bujumbura"
"Meal Break","-","11","10","Sunday","19:00 - 20:00","Africa/Bujumbura"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","20:00 - 21:15","Africa/Bujumbura"
"Session 5.4","Press Conference","11","10","Sunday","21:15 - 21:45","Africa/Bujumbura"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","21:45 - 22:00","Africa/Bujumbura"
"Session 1.1","Opening Speech","19","9","Saturday","16:00 - 16:15","Africa/Cairo"
"Session 1.2","Team Introduction","19","9","Saturday","16:15 - 16:45","Africa/Cairo"
"Coffee Break","Socializing","19","9","Saturday","16:45 - 17:00","Africa/Cairo"
"Session 1.3","Introduction to Zoom","19","9","Saturday","17:00 - 17:15","Africa/Cairo"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","17:15 - 17:30","Africa/Cairo"
"Session 1.5","Questions","19","9","Saturday","17:30 - 17:45","Africa/Cairo"
"Session 1.6","Socializing","19","9","Saturday","17:45 - 18:30","Africa/Cairo"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","16:00 - 16:30","Africa/Cairo"
"Session 2.2","Questions","26","9","Saturday","16:30 - 16:45","Africa/Cairo"
"Coffee Break","Socializing","26","9","Saturday","16:45 - 17:00","Africa/Cairo"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","17:00 - 17:30","Africa/Cairo"
"Session 2.4","Questions","26","9","Saturday","17:30 - 17:45","Africa/Cairo"
"Coffee Break","Socializing","26","9","Saturday","17:45 - 18:00","Africa/Cairo"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","18:00 - 19:00","Africa/Cairo"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","16:00 - 16:30","Africa/Cairo"
"Session 3.2","Questions","3","10","Saturday","16:30 - 16:45","Africa/Cairo"
"Coffee Break","Socializing","3","10","Saturday","16:45 - 17:00","Africa/Cairo"
"Session 3.3","Input on NATO policy","3","10","Saturday","17:00 - 17:30","Africa/Cairo"
"Session 3.4","Questions","3","10","Saturday","17:30 - 18:00","Africa/Cairo"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","16:00 - 16:30","Africa/Cairo"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","16:30 - 17:45","Africa/Cairo"
"Coffee Break","Socializing","10","10","Saturday","17:45 - 18:00","Africa/Cairo"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","18:00 - 19:30","Africa/Cairo"
"Meal Break","-","10","10","Saturday","19:30 - 20:30","Africa/Cairo"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","20:30 - 21:45","Africa/Cairo"
"Session 4.5","Press Conference","10","10","Saturday","21:45 - 22:00","Africa/Cairo"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","16:00 - 17:15","Africa/Cairo"
"Coffee Break","Socializing","11","10","Sunday","17:15 - 17:30","Africa/Cairo"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","17:30 - 19:00","Africa/Cairo"
"Meal Break","-","11","10","Sunday","19:00 - 20:00","Africa/Cairo"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","20:00 - 21:15","Africa/Cairo"
"Session 5.4","Press Conference","11","10","Sunday","21:15 - 21:45","Africa/Cairo"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","21:45 - 22:00","Africa/Cairo"
"Session 1.1","Opening Speech","19","9","Saturday","15:00 - 15:15","Africa/Casablanca"
"Session 1.2","Team Introduction","19","9","Saturday","15:15 - 15:45","Africa/Casablanca"
"Coffee Break","Socializing","19","9","Saturday","15:45 - 16:00","Africa/Casablanca"
"Session 1.3","Introduction to Zoom","19","9","Saturday","16:00 - 16:15","Africa/Casablanca"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","16:15 - 16:30","Africa/Casablanca"
"Session 1.5","Questions","19","9","Saturday","16:30 - 16:45","Africa/Casablanca"
